"","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory.Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils"
"PASK",9.00806023034441,9.29700951228537,9.40052808979107,10.4942450203454,10.0195822236594,11.1757675027512,9.94202976620211,12.8708317856571,10.4755953258182,7.86831049449156,7.61246286940115,8.00713046146477,7.20661372262314,6.84792054188391,7.91878211618644,7.79714772535779,7.32872176412213,7.56711666707082,7.57610669107656,7.42456988625164,8.69189387156053,8.02859928427416
"IL26",2.83201218238644,3.10833060626035,4.76904637103407,3.07226362096991,3.1541889032081,3.39676056753282,8.10103337715496,6.87771856582295,4.44762931577678,3.55304916466375,3.11958498709547,2.61745251922675,2.14553329553506,1.80369406167071,2.4141879581622,2.42389507624002,2.42108428123437,2.46777494468247,2.01157783111239,5.28597564866964,2.53014622821919,2.47447928399715
"CD4",7.12368044477636,6.89907006427407,8.45949843436327,7.37461292677524,11.285557938868,11.8577399854614,10.7535634608556,12.0914407362527,12.4319367299372,8.64579367989984,6.35888302874267,6.26621608167517,11.707750018847,9.11193175117015,10.6214446283283,13.3029739630839,10.389901660896,9.45552993019948,7.747295954677,8.17384586454797,7.36316313368718,8.51395320279016
"SH2D1A",4.99396476795224,4.6291113737217,4.17157686214756,10.2879547527306,9.83136662381288,10.405026636639,10.5367121684874,11.5436887065941,11.0073387600546,10.5730203290756,10.3409653960276,9.72401605741175,4.27932386577669,4.19676131986905,4.21215304726979,3.63118754058399,4.13031465970311,4.83938099812373,4.53428471967555,5.49030021051987,4.92179359591092,5.42206809404162
"FCGR2B",11.7274357603193,12.1468575861078,11.375603007085,6.06550971726915,3.21035739445933,4.98634437632358,5.92887399932077,6.77554852912748,7.00123694575851,6.93087750513229,6.91820870381108,7.51161053221485,8.17312162000372,9.95560366165529,8.28685750609465,10.5979999348429,10.5795356517897,7.11065149880916,9.29452654954635,10.6540961519471,9.33746132466608,10.3477623881608
"LY86",12.7625860252711,12.9227650530938,9.67244103101796,8.58478182191007,8.64339367814367,7.64062160834745,7.47366070598855,7.71079329030891,8.57113328652729,10.6305534256166,7.93142243904813,7.81426590789232,12.3495752141945,10.8406057645637,10.2849649235168,12.6430833393597,10.9644955390823,9.23386420794239,8.22120741196353,7.795203408341,9.35638806412883,9.43626413446535
"MS4A6A",10.1084868194576,9.26935048645447,8.35469933695824,7.79569075123094,7.3997221766906,7.76400566215344,7.48153153444281,7.23123089210455,8.82679064303153,11.07060309646,7.8054829183751,7.59113175063641,13.1058759398867,8.07418507109755,8.65664768363752,13.980869846423,11.8706219541449,7.39605809997266,9.4623705433117,8.97376226990896,8.67855632029111,10.1518020520004
"PLEKHG3",3.63118754058399,3.56139787712649,3.594412892816,8.20224507419155,6.28048048441715,9.13119326931833,6.74992429367128,4.75562325142956,4.22903820196708,9.85922879745182,9.74229523410053,8.31646710945792,8.70960046788109,7.10897226462935,9.20895843561335,7.50201374803104,4.73761958422285,4.48679579034116,7.68493342921319,5.27363588613069,10.502513343953,10.6476840358845
"HSPA6",6.1628867565037,7.22195354826614,4.22851310994496,6.75110095178642,6.50230165777018,4.47974825572664,4.41594300391825,8.02342283738727,8.48844875685009,6.31649141011861,7.53789957389315,8.1549790248632,9.32691078405357,4.54906681468167,7.13814597119562,7.70389068600334,6.05122547560091,4.43170840778275,6.13403083285702,7.02264178032653,9.50792846476486,11.6900340558102
"QPCT",4.05223354152091,4.74341308717564,11.1511919755489,4.6458868530712,2.14130950488532,4.53746365291612,6.04629439511932,1.59062641534989,3.72279668834507,4.55446015140047,6.13735882196808,5.63007352985217,10.551637186234,11.3705546950975,6.84342127670982,10.3212065962893,10.6255258685115,8.71966290593587,7.88817221582029,7.95922274110772,5.31026029242909,11.6605158309947
"AIF1",4.64813742846653,4.41426132144052,4.52165213745036,9.53880161978616,9.49108102147787,5.17681134300245,5.34016203048868,4.32752098123693,4.92443415252323,10.0874093478316,6.7378834787709,4.59517097877794,13.079598115271,10.8472684152625,10.6548405786965,13.5032406857843,11.6823980828105,4.80342642150651,10.8549650725266,10.7087651839361,5.70532725539986,12.6123249588235
"ASGR1",5.38784964081512,5.44287143922587,5.44668319318551,3.72124240962664,3.56392006760582,3.83533893468626,3.20093606220083,2.61404342915623,4.36153181312317,8.25641374426579,3.56363464027072,4.02216852090787,9.93325863616775,6.77770758927931,4.71349025409291,7.28993899869682,6.27008352862096,5.11763782654356,5.80779240606112,6.0634161109368,5.37136395667977,6.24930648391852
